年月日,時刻,日経平均株価
2020/3/9,9:40:03,19872.18
2020/3/9,9:45:04,19862.66
2020/3/9,9:50:05,19884.33
2020/3/9,9:55:04,19893.45
2020/3/9,10:00:09,19899.65
2020/3/9,10:05:06,19895.24
2020/3/9,10:10:03,19841.44
2020/3/9,10:15:03,19838.84
2020/3/9,10:20:03,19835.2
2020/3/9,10:25:03,19791.83
2020/3/9,10:30:03,19781.71
2020/3/9,10:35:03,19775.63
2020/3/9,10:40:03,19735.58
2020/3/9,10:45:03,19636.01
2020/3/9,10:50:03,19625.16
2020/3/9,10:55:03,19572.52
2020/3/9,11:00:03,19576.08
2020/3/9,11:05:06,19551.97
2020/3/9,11:10:07,19581.58
2020/3/9,11:15:07,19528.64
2020/3/9,11:20:03,19524.6
2020/3/9,11:25:03,19541.85
2020/3/9,11:30:03,19505.45
2020/3/9,11:35:03,19473.07
2020/3/9,12:35:03,19610.17
2020/3/9,12:40:03,19577.04
2020/3/9,12:45:03,19522.88
2020/3/9,12:50:03,19542.35
2020/3/9,12:55:03,19546.84
2020/3/9,13:00:03,19580.42
2020/3/9,13:05:03,19594.88
2020/3/9,13:10:03,19629.54
2020/3/9,13:15:03,19661.33
2020/3/9,13:20:03,19656.43
2020/3/9,13:25:03,19646.05
2020/3/9,13:30:03,19633
2020/3/9,13:35:03,19593.07
2020/3/9,13:40:03,19574.32
2020/3/9,13:45:03,19570.38
2020/3/9,13:50:03,19576.25
2020/3/9,13:55:03,19561.87
2020/3/9,14:00:03,19578.67
2020/3/9,14:05:03,19588.42
2020/3/9,14:10:03,19564.25
2020/3/9,14:15:03,19540.1
2020/3/9,14:20:03,19538.93
2020/3/9,14:25:03,19513.96
2020/3/9,14:30:03,19479.67
2020/3/9,14:35:03,19492.51
2020/3/9,14:40:03,19484.48
2020/3/9,14:45:03,19570.54
2020/3/9,14:50:03,19618.47
2020/3/9,14:55:03,19629.72
2020/3/9,15:00:06,19639.21
2020/3/9,15:05:06,19698.76
2020/3/10,9:05:14,19469.35
2020/3/10,9:10:03,19294.01
2020/3/10,9:15:03,19047.35
2020/3/10,9:20:03,19147.44
2020/3/10,9:25:03,19080.07
2020/3/10,9:30:03,19033.87
2020/3/10,9:35:03,18953.37
2020/3/10,9:40:03,18944.43
2020/3/10,9:45:03,18950.78
2020/3/10,9:50:03,19043.53
2020/3/10,10:00:02,19294.25
2020/3/10,10:05:04,19458.34
2020/3/10,10:10:03,19416.97
2020/3/10,10:15:03,19417.56
2020/3/10,10:20:03,19461.9
2020/3/10,10:25:03,19580.95
2020/3/10,10:30:03,19605.25
2020/3/10,10:35:03,19649.14
2020/3/10,10:40:03,19601.35
2020/3/10,10:45:03,19552.98
2020/3/10,10:50:06,19607.31
2020/3/10,10:55:03,19519.74
2020/3/10,11:00:03,19469.03
2020/3/10,11:05:03,19500.53
2020/3/10,11:10:03,19374.28
2020/3/10,11:15:03,19411.28
2020/3/10,11:20:06,19416.15
2020/3/10,11:25:03,19434.09
2020/3/10,11:30:03,19394.32
2020/3/10,11:35:04,19405.57
2020/3/10,12:35:03,19534.92
2020/3/10,12:40:03,19569.01
2020/3/10,12:45:03,19635.37
2020/3/10,12:50:03,19686.15
2020/3/10,12:55:03,19734.54
2020/3/10,13:00:03,19617.89
2020/3/10,13:05:03,19621.54
2020/3/10,13:10:03,19644.48
2020/3/10,13:15:03,19632.59
2020/3/10,13:20:04,19713.45
2020/3/10,13:25:04,19748.72
2020/3/10,13:30:03,19846.36
2020/3/10,13:35:03,19802.05
2020/3/10,13:40:03,19786.22
2020/3/10,13:45:03,19740.24
2020/3/10,13:50:03,19754.19
2020/3/10,13:55:03,19728.3
2020/3/10,14:00:03,19763.73
2020/3/10,14:05:03,19794.13
2020/3/10,14:10:03,19786.07
2020/3/10,14:15:03,19831.97
2020/3/10,14:20:03,19888.12
2020/3/10,14:25:03,19890.11
2020/3/10,14:30:03,19911.5
2020/3/10,14:35:03,19922.59
2020/3/10,14:40:03,19956.1
2020/3/10,14:45:03,19934.3
2020/3/10,14:50:03,19839.77
2020/3/10,14:55:06,19827.85
2020/3/10,15:00:05,19845.54
2020/3/10,15:05:06,19867.12
2020/3/11,9:05:18,19665.68
2020/3/11,9:10:03,19779.53
2020/3/11,9:15:03,19905.28
2020/3/11,9:20:03,19850.81
2020/3/11,9:25:03,19807.72
2020/3/11,9:30:03,19801.43
2020/3/11,9:35:03,19813.67
2020/3/11,9:40:03,19796.07
2020/3/11,9:45:03,19819.92
2020/3/11,9:50:03,19737.44
2020/3/11,9:55:03,19720.06
2020/3/11,10:00:03,19761.96
2020/3/11,10:05:06,19786.1
2020/3/11,10:10:05,19805.91
2020/3/11,10:15:05,19819.62
2020/3/11,10:20:03,19780.63
2020/3/11,10:25:03,19790.05
2020/3/11,10:30:03,19774.82
2020/3/11,10:35:03,19762.69
2020/3/11,10:40:03,19730.89
2020/3/11,10:45:03,19650.22
2020/3/11,10:50:03,19590.42
2020/3/11,10:55:03,19639.28
2020/3/11,11:00:03,19630.47
2020/3/11,11:05:03,19567.25
2020/3/11,11:10:03,19596.78
2020/3/11,11:15:04,19605.23
2020/3/11,11:20:03,19570.12
2020/3/11,11:25:03,19618.62
2020/3/11,11:30:03,19641.18
2020/3/11,11:35:03,19707.63
2020/3/11,12:35:03,19596.78
2020/3/11,12:40:03,19551.83
2020/3/11,12:45:03,19512.79
2020/3/11,12:50:21,19554.16
2020/3/11,12:55:04,19569.21
2020/3/11,13:00:08,19604.5
2020/3/11,13:05:14,19580.8
2020/3/11,13:10:14,19589.51
2020/3/11,13:15:33,19588.05
2020/3/11,13:20:03,19596.14
2020/3/11,13:25:13,19631.49
2020/3/11,13:30:13,19644.7
2020/3/11,13:35:21,19595.31
2020/3/11,13:40:13,19615.13
2020/3/11,13:45:13,19585.51
2020/3/11,13:50:11,19630.41
2020/3/11,13:57:55,19584.96
2020/3/11,14:00:22,19586.85
2020/3/11,14:05:14,19542.43
2020/3/11,14:10:13,19530.47
2020/3/11,14:15:03,19493.74
2020/3/11,14:20:03,19491.69
2020/3/11,14:25:13,19452.87
2020/3/11,14:30:09,19453.99
2020/3/11,14:35:08,19484.11
2020/3/11,14:40:03,19456.16
2020/3/11,14:45:03,19440.71
2020/3/11,14:50:03,19462.13
2020/3/11,14:55:09,19416.77
2020/3/11,15:00:13,19420.82
2020/3/11,15:05:08,19416.06
2020/3/12,9:05:13,19076.34
2020/3/12,9:10:02,19039.24
2020/3/12,9:15:02,18983.19
2020/3/12,9:20:02,19043.35
2020/3/12,9:25:02,18989.12
2020/3/12,9:30:02,18933.13
2020/3/12,9:35:02,18928.12
2020/3/12,9:40:02,18989.75
2020/3/12,9:45:02,18981.67
2020/3/12,9:50:02,18987.19
2020/3/12,9:55:02,18964.85
2020/3/12,10:00:02,19109.14
2020/3/12,10:05:02,19113.35
2020/3/12,10:10:02,18909.04
2020/3/12,10:15:02,18954.4
2020/3/12,10:20:02,18826.89
2020/3/12,10:25:02,18811.81
2020/3/12,10:30:02,18747.42
2020/3/12,10:35:02,18565.8
2020/3/12,10:40:02,18613.63
2020/3/12,10:45:02,18619.81
2020/3/12,10:50:02,18564.99
2020/3/12,10:55:02,18620.33
2020/3/12,11:00:02,18541.11
2020/3/12,11:05:02,18432.48
2020/3/12,11:10:02,18354.88
2020/3/12,11:15:02,18522.86
2020/3/12,11:20:02,18498.64
2020/3/12,11:25:02,18506.89
2020/3/12,11:30:02,18470.97
2020/3/12,11:35:02,18412.24
2020/3/12,12:35:03,18412.66
2020/3/12,12:40:16,18372.64
2020/3/12,12:45:09,18377.17
2020/3/12,12:50:16,18393.23
2020/3/12,12:55:19,18406.58
2020/3/12,13:00:06,18396.53
2020/3/12,13:05:06,18384.45
2020/3/12,13:10:07,18441.8
2020/3/12,13:15:07,18461.9
2020/3/12,13:20:06,18533.06
2020/3/12,13:25:06,18630.38
2020/3/12,13:30:08,18683.47
2020/3/12,13:35:08,18611.7
2020/3/12,13:40:06,18756.38
2020/3/12,13:45:06,18805.18
2020/3/12,13:50:06,18754.4
2020/3/12,13:55:05,18727.89
2020/3/12,14:00:03,18690.85
2020/3/12,14:05:02,18709.5
2020/3/12,14:10:02,18662.52
2020/3/12,14:15:04,18772.06
2020/3/12,14:20:03,18671.73
2020/3/12,14:25:02,18643.79
2020/3/12,14:30:03,18589.18
2020/3/12,14:35:02,18602.6
2020/3/12,14:40:03,18650.26
2020/3/12,14:45:03,18658
2020/3/12,14:50:03,18683.94
2020/3/12,14:55:03,18579.74
2020/3/12,15:00:26,18548.6
2020/3/12,15:05:02,18559.63
